EXP_ID	TF	ReadsID	FilePath	Peaks (/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.1/peaks-interval/)	macs2-pemode-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	readAlignedCount	alignPercent	readCount
EXP992302	CONTROL	READS992604,READS992605	MICHELLE_0314/Sample_13788_ZUFSP_INPUT2_IGO_10521_B_133/13788_ZUFSP_INPUT2_IGO_10521_B_133_S58_R1_001.fastq.gz,MICHELLE_0314/Sample_13788_ZUFSP_INPUT2_IGO_10521_B_133/13788_ZUFSP_INPUT2_IGO_10521_B_133_S58_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	230	NA	NA	NA	NA	0.99671	1.00401	0.99703	347.25216	0.90986	57098152	89.73333501	63630926
EXP992303	ZXDA	READS992606,READS992607	MICHELLE_0314/Sample_13789_ZXDA_ChIP1_IGO_10521_B_158/13789_ZXDA_ChIP1_IGO_10521_B_158_S155_R1_001.fastq.gz,MICHELLE_0314/Sample_13789_ZXDA_ChIP1_IGO_10521_B_158/13789_ZXDA_ChIP1_IGO_10521_B_158_S155_R2_001.fastq.gz	PEAKS992278	8573	2126	3633	53513	270	2.61E-02	5.81E-03	1.89E-02	2.88E-03	0.99642	1.04056	0.99687	344.60091	2.71614	41543898	89.0771627	46638102
EXP992304	ZXDA	READS992608,READS992609	MICHELLE_0314/Sample_13789_ZXDA_ChIP2_IGO_10521_B_13/13789_ZXDA_ChIP2_IGO_10521_B_13_S44_R1_001.fastq.gz,MICHELLE_0314/Sample_13789_ZXDA_ChIP2_IGO_10521_B_13/13789_ZXDA_ChIP2_IGO_10521_B_13_S44_R2_001.fastq.gz	PEAKS992279	6038	1568	2799	26797	200	1.52E-02	3.26E-03	1.10E-02	2.06E-03	0.99667	1.02753	0.99716	375.92942	2.01360	46493138	89.66674841	51851036
EXP992305	ZXDC	READS992610,READS992611	MICHELLE_0314/Sample_13791_ZXDC_ChIP1_IGO_10521_B_165/13791_ZXDC_ChIP1_IGO_10521_B_165_S160_R1_001.fastq.gz,MICHELLE_0314/Sample_13791_ZXDC_ChIP1_IGO_10521_B_165/13791_ZXDC_ChIP1_IGO_10521_B_165_S160_R2_001.fastq.gz	PEAKS992280	17866	6804	10378	23628	230	1.88E-02	1.49E-02	5.29E-02	1.07E-02	0.99501	1.06989	0.99551	237.14061	2.18306	47042114	89.43692102	52598092
EXP992306	ZXDC	READS992612,READS992613	MICHELLE_0314/Sample_13791_ZXDC_ChIP2_IGO_10521_B_21/13791_ZXDC_ChIP2_IGO_10521_B_21_S18_R1_001.fastq.gz,MICHELLE_0314/Sample_13791_ZXDC_ChIP2_IGO_10521_B_21/13791_ZXDC_ChIP2_IGO_10521_B_21_S18_R2_001.fastq.gz	PEAKS992281	9898	3488	6118	160149	210	7.17E-02	7.15E-03	2.60E-02	6.06E-03	0.99677	1.04481	0.99715	375.29708	1.98674	37979910	83.93811426	45247514
EXP992307	MBNL2	READS992614,READS992615	MICHELLE_0314/Sample_13792_MBNL2_ChIP1_IGO_10521_B_172/13792_MBNL2_ChIP1_IGO_10521_B_172_S101_R1_001.fastq.gz,MICHELLE_0314/Sample_13792_MBNL2_ChIP1_IGO_10521_B_172/13792_MBNL2_ChIP1_IGO_10521_B_172_S101_R2_001.fastq.gz	PEAKS992282	26	0	0	8628	235	3.59E-03	0.00E+00	4.66E-04	0.00E+00	0.99702	1.00515	0.99731	386.07106	1.08363	49307716	89.96965413	54804830
EXP992308	MBNL2	READS992616,READS992617	MICHELLE_0314/Sample_13792_MBNL2_ChIP2_IGO_10521_B_29/13792_MBNL2_ChIP2_IGO_10521_B_29_S146_R1_001.fastq.gz,MICHELLE_0314/Sample_13792_MBNL2_ChIP2_IGO_10521_B_29/13792_MBNL2_ChIP2_IGO_10521_B_29_S146_R2_001.fastq.gz	PEAKS992283	172	9	106	48679	170	2.03E-02	1.15E-05	5.10E-04	5.18E-05	0.99734	1.00547	0.99772	457.03080	0.96675	42338846	90.21326067	46931954
EXP992309	JRK	READS992618,READS992619	MICHELLE_0314/Sample_13795_JRK_ChIP1_RMSK_IGO_10521_B_155/13795_JRK_ChIP1_RMSK_IGO_10521_B_155_S153_R1_001.fastq.gz,MICHELLE_0314/Sample_13795_JRK_ChIP1_RMSK_IGO_10521_B_155/13795_JRK_ChIP1_RMSK_IGO_10521_B_155_S153_R2_001.fastq.gz	PEAKS992284	6964	1513	2437	57207	190	2.70E-02	2.27E-03	1.17E-02	1.55E-03	0.99715	1.01411	0.99739	395.74538	1.31988	42571702	90.04680174	47277306
EXP992310	CONTROL	READS992620,READS992621	MICHELLE_0314/Sample_13797_TIGD4_INPUT1_IGO_10521_B_154/13797_TIGD4_INPUT1_IGO_10521_B_154_S11_R1_001.fastq.gz,MICHELLE_0314/Sample_13797_TIGD4_INPUT1_IGO_10521_B_154/13797_TIGD4_INPUT1_IGO_10521_B_154_S11_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	155	NA	NA	NA	NA	0.99723	1.00499	0.99753	418.25797	1.06498	47343924	90.76657581	52160086
EXP992311	CAMTA2	READS992622,READS992623	MICHELLE_0314/Sample_13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162/13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162_S157_R1_001.fastq.gz,MICHELLE_0314/Sample_13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162/13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162_S157_R2_001.fastq.gz	PEAKS992285	13	0	15	24679	235	1.01E-02	0.00E+00	1.06E-04	5.76E-06	0.99731	1.00446	0.99759	427.25247	0.92733	45718140	90.3074406	50624998
EXP992312	KDM2A	READS992624,READS992625	MICHELLE_0314/Sample_13804_KDM2A_ChIP1_IGO_10521_B_179/13804_KDM2A_ChIP1_IGO_10521_B_179_S163_R1_001.fastq.gz,MICHELLE_0314/Sample_13804_KDM2A_ChIP1_IGO_10521_B_179/13804_KDM2A_ChIP1_IGO_10521_B_179_S163_R2_001.fastq.gz	PEAKS992286	25435	12215	16623	48280	235	2.96E-02	2.99E-02	1.23E-01	3.83E-02	0.99231	1.12681	0.99321	157.31520	1.24425	42487068	85.43682768	49729220
EXP992313	KDM2A	READS992626,READS992627	MICHELLE_0314/Sample_13804_KDM2A_ChIP2_IGO_10521_B_37/13804_KDM2A_ChIP2_IGO_10521_B_37_S5_R1_001.fastq.gz,MICHELLE_0314/Sample_13804_KDM2A_ChIP2_IGO_10521_B_37/13804_KDM2A_ChIP2_IGO_10521_B_37_S5_R2_001.fastq.gz	PEAKS992287	21716	9551	15468	151179	190	7.22E-02	1.75E-02	8.90E-02	3.30E-02	0.99495	1.09005	0.99544	231.91238	1.19096	35826738	87.15281232	41107954
EXP992314	DMRTB1	READS992628,READS992629	MICHELLE_0314/Sample_13806_DMRTB1_ChIP1_IGO_10521_B_100/13806_DMRTB1_ChIP1_IGO_10521_B_100_S106_R1_001.fastq.gz,MICHELLE_0314/Sample_13806_DMRTB1_ChIP1_IGO_10521_B_100/13806_DMRTB1_ChIP1_IGO_10521_B_100_S106_R2_001.fastq.gz	PEAKS992288	12505	69	4090	15055	250	7.81E-03	9.36E-05	2.27E-02	3.56E-03	0.99674	1.01245	0.99696	336.74069	1.22803	50149134	90.07622035	55674110
EXP992315	DMRTB1	READS992630,READS992631	MICHELLE_0314/Sample_13806_DMRTB1_ChIP2_IGO_10521_B_45/13806_DMRTB1_ChIP2_IGO_10521_B_45_S63_R1_001.fastq.gz,MICHELLE_0314/Sample_13806_DMRTB1_ChIP2_IGO_10521_B_45/13806_DMRTB1_ChIP2_IGO_10521_B_45_S63_R2_001.fastq.gz	PEAKS992289	4060	3	1191	166141	170	6.93E-02	5.19E-06	6.62E-03	7.11E-04	0.99788	1.00806	0.99797	504.21961	1.09730	34912118	89.85277547	38854802
EXP992316	FYWCH1	READS992632,READS992633	MICHELLE_0314/Sample_13807_FYWCH1_ChIP1_IGO_10521_B_108/13807_FYWCH1_ChIP1_IGO_10521_B_108_S56_R1_001.fastq.gz,MICHELLE_0314/Sample_13807_FYWCH1_ChIP1_IGO_10521_B_108/13807_FYWCH1_ChIP1_IGO_10521_B_108_S56_R2_001.fastq.gz	PEAKS992290	2973	1901	6370	40842	410	2.48E-02	8.48E-02	1.97E-01	9.29E-02	0.90100	1.13395	0.97599	68.54471	0.91581	22805588	37.62973095	60605238
EXP992317	FYWCH1	READS992634,READS992635	MICHELLE_0314/Sample_13807_FYWCH1_ChIP2_IGO_10521_B_53/13807_FYWCH1_ChIP2_IGO_10521_B_53_S125_R1_001.fastq.gz,MICHELLE_0314/Sample_13807_FYWCH1_ChIP2_IGO_10521_B_53/13807_FYWCH1_ChIP2_IGO_10521_B_53_S125_R2_001.fastq.gz	PEAKS992291	1799	1577	5511	43798	245	2.69E-02	5.23E-02	1.37E-01	7.44E-02	0.93275	1.12605	0.98442	108.67958	0.88634	23394888	47.3309237	49428336
EXP992318	GATAD2B	READS992636,READS992637	MICHELLE_0314/Sample_13809_GATAD2B_ChIP1_IGO_10521_B_116/13809_GATAD2B_ChIP1_IGO_10521_B_116_S108_R1_001.fastq.gz,MICHELLE_0314/Sample_13809_GATAD2B_ChIP1_IGO_10521_B_116/13809_GATAD2B_ChIP1_IGO_10521_B_116_S108_R2_001.fastq.gz	PEAKS992292	3296	40	652	8844	185	4.19E-03	1.64E-04	5.30E-03	4.29E-04	0.99680	1.00786	0.99727	386.80489	1.05276	49568392	89.33123713	55488308
EXP992319	GATAD2B	READS992638,READS992639	MICHELLE_0314/Sample_13809_GATAD2B_ChIP2_IGO_10521_B_61/13809_GATAD2B_ChIP2_IGO_10521_B_61_S69_R1_001.fastq.gz,MICHELLE_0314/Sample_13809_GATAD2B_ChIP2_IGO_10521_B_61/13809_GATAD2B_ChIP2_IGO_10521_B_61_S69_R2_001.fastq.gz	PEAKS992293	29	0	7	42137	155	1.73E-02	0.00E+00	4.73E-04	1.86E-06	0.99738	1.00589	0.99775	468.81933	1.11295	42252802	90.47786317	46699602
EXP992320	ZGLP1	READS992640,READS992641	MICHELLE_0314/Sample_13810_ZGLP1_ChIP1_IGO_10521_B_124/13810_ZGLP1_ChIP1_IGO_10521_B_124_S110_R1_001.fastq.gz,MICHELLE_0314/Sample_13810_ZGLP1_ChIP1_IGO_10521_B_124/13810_ZGLP1_ChIP1_IGO_10521_B_124_S110_R2_001.fastq.gz	PEAKS992294	18	1	2	23193	170	9.74E-03	1.42E-06	2.74E-04	3.42E-07	0.99734	1.00571	0.99762	436.90133	1.03864	44835742	90.16045661	49728832
EXP992321	ZGLP1	READS992642,READS992643	MICHELLE_0314/Sample_13810_ZGLP1_ChIP2_IGO_10521_B_69/13810_ZGLP1_ChIP2_IGO_10521_B_69_S73_R1_001.fastq.gz,MICHELLE_0314/Sample_13810_ZGLP1_ChIP2_IGO_10521_B_69/13810_ZGLP1_ChIP2_IGO_10521_B_69_S73_R2_001.fastq.gz	PEAKS992295	58	2	37	46262	155	1.98E-02	1.79E-06	4.33E-04	1.47E-05	0.99743	1.00673	0.99775	466.01507	1.01766	41564558	90.1181459	46122296
EXP992322	GRHL3	READS992644,READS992645	MICHELLE_0314/Sample_13811_GRHL3_ChIP1_IGO_10521_B_131/13811_GRHL3_ChIP1_IGO_10521_B_131_S176_R1_001.fastq.gz,MICHELLE_0314/Sample_13811_GRHL3_ChIP1_IGO_10521_B_131/13811_GRHL3_ChIP1_IGO_10521_B_131_S176_R2_001.fastq.gz	PEAKS992296	24	4	18	74800	180	3.10E-02	1.02E-05	3.16E-04	6.39E-06	0.99763	1.00673	0.99796	514.94862	1.06705	38266678	88.40920951	43283588
EXP992323	GRHL3	READS992646,READS992647	MICHELLE_0314/Sample_13811_GRHL3_ChIP2_IGO_10521_B_77/13811_GRHL3_ChIP2_IGO_10521_B_77_S135_R1_001.fastq.gz,MICHELLE_0314/Sample_13811_GRHL3_ChIP2_IGO_10521_B_77/13811_GRHL3_ChIP2_IGO_10521_B_77_S135_R2_001.fastq.gz	PEAKS992297	173	2	42	96180	160	3.86E-02	2.33E-06	2.50E-04	1.56E-05	0.99762	1.00700	0.99788	491.88098	1.13494	39669780	87.81278414	45175404
EXP992324	GTF2IRD2	READS992648,READS992649	MICHELLE_0314/Sample_13812_GTF2IRD2_ChIP1_IGO_10521_B_138/13812_GTF2IRD2_ChIP1_IGO_10521_B_138_S150_R1_001.fastq.gz,MICHELLE_0314/Sample_13812_GTF2IRD2_ChIP1_IGO_10521_B_138/13812_GTF2IRD2_ChIP1_IGO_10521_B_138_S150_R2_001.fastq.gz	PEAKS992298	304	116	322	142435	240	5.72E-02	2.85E-04	7.84E-04	1.92E-04	0.99777	1.00619	0.99807	538.16867	1.18489	35737144	90.1117884	39658678
EXP992325	GTF2IRD2	READS992650,READS992651	MICHELLE_0314/Sample_13812_GTF2IRD2_ChIP2_IGO_10521_B_85/13812_GTF2IRD2_ChIP2_IGO_10521_B_85_S26_R1_001.fastq.gz,MICHELLE_0314/Sample_13812_GTF2IRD2_ChIP2_IGO_10521_B_85/13812_GTF2IRD2_ChIP2_IGO_10521_B_85_S26_R2_001.fastq.gz	PEAKS992299	33	2	13	41497	160	1.70E-02	3.62E-06	2.37E-04	6.11E-06	0.99749	1.00540	0.99779	470.53111	1.01983	42091268	90.156261	46687016
EXP992326	GTF2IRD2B	READS992652,READS992653	MICHELLE_0314/Sample_13813_GTF2IRD2B_ChIP1_IGO_10521_B_145/13813_GTF2IRD2B_ChIP1_IGO_10521_B_145_S20_R1_001.fastq.gz,MICHELLE_0314/Sample_13813_GTF2IRD2B_ChIP1_IGO_10521_B_145/13813_GTF2IRD2B_ChIP1_IGO_10521_B_145_S20_R2_001.fastq.gz	PEAKS992300	21	0	0	77721	160	3.19E-02	0.00E+00	1.72E-04	0.00E+00	0.99765	1.00634	0.99794	507.52842	1.22514	39473550	83.06255034	47522680
EXP992327	GTF2IRD2B	READS992654,READS992655	MICHELLE_0314/Sample_13813_GTF2IRD2B_ChIP2_IGO_10521_B_93/13813_GTF2IRD2B_ChIP2_IGO_10521_B_93_S118_R1_001.fastq.gz,MICHELLE_0314/Sample_13813_GTF2IRD2B_ChIP2_IGO_10521_B_93/13813_GTF2IRD2B_ChIP2_IGO_10521_B_93_S118_R2_001.fastq.gz	PEAKS992301	23	0	1	11845	185	4.95E-03	0.00E+00	4.17E-04	9.42E-08	0.99719	1.00621	0.99758	432.79201	1.14213	46331832	89.94866082	51509196
EXP992328	HMG20A	READS992656,READS992657	MICHELLE_0314/Sample_13814_HMG20A_ChIP1_IGO_10521_B_152/13814_HMG20A_ChIP1_IGO_10521_B_152_S96_R1_001.fastq.gz,MICHELLE_0314/Sample_13814_HMG20A_ChIP1_IGO_10521_B_152/13814_HMG20A_ChIP1_IGO_10521_B_152_S96_R2_001.fastq.gz	PEAKS992302	62647	33956	25198	85176	225	9.05E-02	9.25E-02	2.33E-01	3.76E-02	0.98403	1.41801	0.98561	76.10689	1.65030	41694432	91.29881833	45668096
EXP992329	HMG20A	READS992658,READS992659	MICHELLE_0314/Sample_13814_HMG20A_ChIP2_IGO_10521_B_6/13814_HMG20A_ChIP2_IGO_10521_B_6_S92_R1_001.fastq.gz,MICHELLE_0314/Sample_13814_HMG20A_ChIP2_IGO_10521_B_6/13814_HMG20A_ChIP2_IGO_10521_B_6_S92_R2_001.fastq.gz	PEAKS992303	68318	35940	27240	110159	280	8.95E-02	1.12E-01	2.91E-01	4.31E-02	0.98408	1.42916	0.98524	72.66333	1.85839	37871870	92.00947269	41160838
EXP992330	HMGN3	READS992660,READS992661	MICHELLE_0314/Sample_13815_HMGN3_ChIP1_IGO_10521_B_159/13815_HMGN3_ChIP1_IGO_10521_B_159_S35_R1_001.fastq.gz,MICHELLE_0314/Sample_13815_HMGN3_ChIP1_IGO_10521_B_159/13815_HMGN3_ChIP1_IGO_10521_B_159_S35_R2_001.fastq.gz	PEAKS992304	14	0	0	92236	220	3.66E-02	0.00E+00	9.94E-05	0.00E+00	0.99757	1.00496	0.99788	487.42826	1.16828	39872312	90.73266555	43944826
EXP992331	HMGN3	READS992662,READS992663	MICHELLE_0314/Sample_13815_HMGN3_ChIP2_IGO_10521_B_14/13815_HMGN3_ChIP2_IGO_10521_B_14_S45_R1_001.fastq.gz,MICHELLE_0314/Sample_13815_HMGN3_ChIP2_IGO_10521_B_14/13815_HMGN3_ChIP2_IGO_10521_B_14_S45_R2_001.fastq.gz	PEAKS992305	16	0	2	15175	195	6.31E-03	0.00E+00	8.33E-05	2.74E-07	0.99720	1.00561	0.99750	411.30822	1.12534	48318372	90.47537122	53405000
EXP992332	ADNP	READS992664,READS992665	MICHELLE_0314/Sample_13816_ADNP_ChIP1_IGO_10521_B_166/13816_ADNP_ChIP1_IGO_10521_B_166_S98_R1_001.fastq.gz,MICHELLE_0314/Sample_13816_ADNP_ChIP1_IGO_10521_B_166/13816_ADNP_ChIP1_IGO_10521_B_166_S98_R2_001.fastq.gz	PEAKS992306	4628	1267	2598	112266	170	4.89E-02	1.47E-03	7.41E-03	1.59E-03	0.99726	1.01236	0.99759	430.68021	1.27285	40090442	89.50074716	44793416
EXP992333	ADNP	READS992666,READS992667	MICHELLE_0314/Sample_13816_ADNP_ChIP2_IGO_10521_B_22/13816_ADNP_ChIP2_IGO_10521_B_22_S84_R1_001.fastq.gz,MICHELLE_0314/Sample_13816_ADNP_ChIP2_IGO_10521_B_22/13816_ADNP_ChIP2_IGO_10521_B_22_S84_R2_001.fastq.gz	PEAKS992307	20	3	2	150465	180	5.88E-02	8.72E-06	1.86E-04	1.52E-06	0.99776	1.00649	0.99807	544.50637	1.09136	35894092	90.20961984	39789650
EXP992334	LEUTX	READS992668,READS992669	MICHELLE_0314/Sample_13818_LEUTX_ChIP1_IGO_10521_B_173/13818_LEUTX_ChIP1_IGO_10521_B_173_S102_R1_001.fastq.gz,MICHELLE_0314/Sample_13818_LEUTX_ChIP1_IGO_10521_B_173/13818_LEUTX_ChIP1_IGO_10521_B_173_S102_R2_001.fastq.gz	PEAKS992308	7888	295	2350	38415	170	1.88E-02	3.60E-04	1.08E-02	1.30E-03	0.99709	1.01186	0.99735	388.35576	1.24705	44028196	90.70129996	48541968
EXP992335	LEUTX	READS992670,READS992671	MICHELLE_0314/Sample_13818_LEUTX_ChIP2_IGO_10521_B_30/13818_LEUTX_ChIP2_IGO_10521_B_30_S88_R1_001.fastq.gz,MICHELLE_0314/Sample_13818_LEUTX_ChIP2_IGO_10521_B_30/13818_LEUTX_ChIP2_IGO_10521_B_30_S88_R2_001.fastq.gz	PEAKS992309	7727	33	946	14074	285	6.68E-03	5.33E-05	9.89E-03	4.64E-04	0.99693	1.00764	0.99716	362.07815	1.28729	50077568	90.23784196	55495086
EXP992336	MKX	READS992672,READS992673	MICHELLE_0314/Sample_13819_MKX_ChIP1_IGO_10521_B_180/13819_MKX_ChIP1_IGO_10521_B_180_S36_R1_001.fastq.gz,MICHELLE_0314/Sample_13819_MKX_ChIP1_IGO_10521_B_180/13819_MKX_ChIP1_IGO_10521_B_180_S36_R2_001.fastq.gz	PEAKS992310	50342	8561	13639	71687	235	4.30E-02	1.20E-02	8.78E-02	1.07E-02	0.99586	1.04021	0.99597	251.60332	2.09670	45706346	91.68088794	49853734
EXP992337	MKX	READS992674,READS992675	MICHELLE_0314/Sample_13819_MKX_ChIP2_IGO_10521_B_38/13819_MKX_ChIP2_IGO_10521_B_38_S6_R1_001.fastq.gz,MICHELLE_0314/Sample_13819_MKX_ChIP2_IGO_10521_B_38/13819_MKX_ChIP2_IGO_10521_B_38_S6_R2_001.fastq.gz	PEAKS992311	25065	3486	7912	124860	185	6.28E-02	4.21E-03	3.77E-02	5.45E-03	0.99714	1.02446	0.99731	379.00110	1.53252	37560594	91.22842376	41172030
EXP992338	NANOGNB	READS992676,READS992677	MICHELLE_0314/Sample_13820_NANOGNB_ChIP1_IGO_10521_B_101/13820_NANOGNB_ChIP1_IGO_10521_B_101_S166_R1_001.fastq.gz,MICHELLE_0314/Sample_13820_NANOGNB_ChIP1_IGO_10521_B_101/13820_NANOGNB_ChIP1_IGO_10521_B_101_S166_R2_001.fastq.gz	PEAKS992312	788	4	160	24665	225	1.10E-02	9.06E-06	1.05E-03	5.80E-05	0.99736	1.00566	0.99762	433.63463	1.05176	44401362	90.0748365	49293858
EXP992339	NANOGNB	READS992678,READS992679	MICHELLE_0314/Sample_13820_NANOGNB_ChIP2_IGO_10521_B_46/13820_NANOGNB_ChIP2_IGO_10521_B_46_S64_R1_001.fastq.gz,MICHELLE_0314/Sample_13820_NANOGNB_ChIP2_IGO_10521_B_46/13820_NANOGNB_ChIP2_IGO_10521_B_46_S64_R2_001.fastq.gz	PEAKS992313	16	2	3	23591	160	1.00E-02	2.75E-06	9.38E-05	9.34E-07	0.99744	1.00636	0.99765	439.34219	1.07865	44106282	90.03534762	48987740
EXP992340	TPRX	READS992680,READS992681	MICHELLE_0314/Sample_13821_TPRX_ChIP1_IGO_10521_B_109/13821_TPRX_ChIP1_IGO_10521_B_109_S14_R1_001.fastq.gz,MICHELLE_0314/Sample_13821_TPRX_ChIP1_IGO_10521_B_109/13821_TPRX_ChIP1_IGO_10521_B_109_S14_R2_001.fastq.gz	PEAKS992314	126702	78506	34769	259318	240	2.48E-01	1.36E-01	2.26E-01	3.07E-02	0.98785	1.33502	0.98871	93.97274	3.31945	38416708	92.3564165	41596144
EXP992341	TPRX	READS992682,READS992683	MICHELLE_0314/Sample_13821_TPRX_ChIP2_IGO_10521_B_54/13821_TPRX_ChIP2_IGO_10521_B_54_S126_R1_001.fastq.gz,MICHELLE_0314/Sample_13821_TPRX_ChIP2_IGO_10521_B_54/13821_TPRX_ChIP2_IGO_10521_B_54_S126_R2_001.fastq.gz	PEAKS992315	179856	117394	42091	334064	235	3.02E-01	1.82E-01	3.35E-01	3.51E-02	0.98474	1.36598	0.98556	72.32141	2.64168	42282636	92.87126157	45528224
EXP992342	ZHX2	READS992684,READS992685	MICHELLE_0314/Sample_13822_ZHX2_ChIP1_IGO_10521_B_117/13822_ZHX2_ChIP1_IGO_10521_B_117_S23_R1_001.fastq.gz,MICHELLE_0314/Sample_13822_ZHX2_ChIP1_IGO_10521_B_117/13822_ZHX2_ChIP1_IGO_10521_B_117_S23_R2_001.fastq.gz	PEAKS992316	21	0	20	34021	155	2.11E-02	0.00E+00	1.70E-04	1.26E-05	0.99750	1.01276	0.99783	501.68370	1.33467	40256236	84.95554506	47385060
EXP992343	ZHX2	READS992686,READS992687	MICHELLE_0314/Sample_13822_ZHX2_ChIP2_IGO_10521_B_62/13822_ZHX2_ChIP2_IGO_10521_B_62_S70_R1_001.fastq.gz,MICHELLE_0314/Sample_13822_ZHX2_ChIP2_IGO_10521_B_62/13822_ZHX2_ChIP2_IGO_10521_B_62_S70_R2_001.fastq.gz	PEAKS992317	161	10	105	45661	185	1.94E-02	1.19E-05	3.60E-04	5.10E-05	0.99748	1.00642	0.99777	466.77543	1.10382	41265944	90.14370936	45777952
EXP992344	ZHX3	READS992688,READS992689	MICHELLE_0314/Sample_13823_ZHX3_ChIP1_IGO_10521_B_125/13823_ZHX3_ChIP1_IGO_10521_B_125_S111_R1_001.fastq.gz,MICHELLE_0314/Sample_13823_ZHX3_ChIP1_IGO_10521_B_125/13823_ZHX3_ChIP1_IGO_10521_B_125_S111_R2_001.fastq.gz	PEAKS992318	61	13	74	93161	180	3.76E-02	2.60E-05	1.48E-04	3.12E-05	0.99762	1.00619	0.99792	498.60801	1.03227	39915790	90.10704501	44298190
EXP992345	ZHX3	READS992690,READS992691	MICHELLE_0314/Sample_13823_ZHX3_ChIP2_IGO_10521_B_70/13823_ZHX3_ChIP2_IGO_10521_B_70_S132_R1_001.fastq.gz,MICHELLE_0314/Sample_13823_ZHX3_ChIP2_IGO_10521_B_70/13823_ZHX3_ChIP2_IGO_10521_B_70_S132_R2_001.fastq.gz	PEAKS992319	20	1	1	41093	165	1.72E-02	2.11E-06	1.54E-04	2.11E-07	0.99752	1.00627	0.99783	478.95913	1.26167	41612112	88.79976594	46860610
EXP992346	SON	READS992692,READS992693	MICHELLE_0314/Sample_13890_SON_ChIP1_IGO_10521_B_132/13890_SON_ChIP1_IGO_10521_B_132_S40_R1_001.fastq.gz,MICHELLE_0314/Sample_13890_SON_ChIP1_IGO_10521_B_132/13890_SON_ChIP1_IGO_10521_B_132_S40_R2_001.fastq.gz	PEAKS992320	21	0	1	40042	170	1.67E-02	0.00E+00	1.65E-04	5.82E-07	0.99751	1.00572	0.99783	480.60982	1.25907	40993038	90.24473244	45424300
EXP992347	SON	READS992694,READS992695	MICHELLE_0314/Sample_13890_SON_ChIP2_IGO_10521_B_78/13890_SON_ChIP2_IGO_10521_B_78_S136_R1_001.fastq.gz,MICHELLE_0314/Sample_13890_SON_ChIP2_IGO_10521_B_78/13890_SON_ChIP2_IGO_10521_B_78_S136_R2_001.fastq.gz	PEAKS992321	6	0	3	21347	65	8.76E-03	0.00E+00	6.40E-05	6.01E-07	0.99745	1.00415	0.99775	458.55359	0.91520	43910348	90.40839026	48568886
EXP992348	TCF20	READS992696,READS992697	MICHELLE_0314/Sample_13891_TCF20_ChIP1_IGO_10521_B_139/13891_TCF20_ChIP1_IGO_10521_B_139_S151_R1_001.fastq.gz,MICHELLE_0314/Sample_13891_TCF20_ChIP1_IGO_10521_B_139/13891_TCF20_ChIP1_IGO_10521_B_139_S151_R2_001.fastq.gz	PEAKS992322	1921	11	487	30273	170	1.31E-02	1.06E-05	2.37E-03	2.09E-04	0.99718	1.00614	0.99749	408.15780	1.15140	46283062	90.78201413	50982634
EXP992349	TCF20	READS992698,READS992699	MICHELLE_0314/Sample_13891_TCF20_ChIP2_IGO_10521_B_86/13891_TCF20_ChIP2_IGO_10521_B_86_S27_R1_001.fastq.gz,MICHELLE_0314/Sample_13891_TCF20_ChIP2_IGO_10521_B_86/13891_TCF20_ChIP2_IGO_10521_B_86_S27_R2_001.fastq.gz	PEAKS992323	59	8	30	15834	175	7.10E-03	1.90E-05	2.42E-04	9.89E-06	0.99731	1.00759	0.99755	422.91728	1.22861	44995994	90.13942365	49918218
EXP992350	TET2	READS992700,READS992701	MICHELLE_0314/Sample_13892_TET2_ChIP1_IGO_10521_B_146/13892_TET2_ChIP1_IGO_10521_B_146_S33_R1_001.fastq.gz,MICHELLE_0314/Sample_13892_TET2_ChIP1_IGO_10521_B_146/13892_TET2_ChIP1_IGO_10521_B_146_S33_R2_001.fastq.gz	PEAKS992324	20	0	1	41024	180	1.71E-02	0.00E+00	1.26E-04	1.58E-07	0.99753	1.00574	0.99782	476.78216	1.06732	41300720	90.19699773	45789462
EXP992351	TET2	READS992702,READS992703	MICHELLE_0314/Sample_13892_TET2_ChIP2_IGO_10521_B_94/13892_TET2_ChIP2_IGO_10521_B_94_S182_R1_001.fastq.gz,MICHELLE_0314/Sample_13892_TET2_ChIP2_IGO_10521_B_94/13892_TET2_ChIP2_IGO_10521_B_94_S182_R2_001.fastq.gz	PEAKS992325	1244	55	495	26347	240	1.18E-02	9.36E-05	1.84E-03	2.90E-04	0.99732	1.00543	0.99763	434.00880	0.98512	44769704	90.07868386	49700664
